,permno,mthcaldt,ticker,shrout,mthprc
6802,62834,1999-11-30,EC,125902.0,16.8125
6803,62834,1999-12-31,EC,125839.0,18.875
6804,62834,2000-01-31,EC,125839.0,15.9375
6805,62834,2000-02-29,EC,125839.0,13.625
6806,62834,2000-03-31,EC,125591.0,15.125
6807,62834,2000-04-28,EC,125591.0,17.5625
6808,62834,2000-05-31,EC,127616.0,17.5625
6809,62834,2000-06-30,EC,127616.0,17.0625
6810,62834,2000-07-31,EC,127616.0,18.0625
6811,62834,2000-08-31,EC,127699.0,18.75
6812,62834,2000-09-29,EC,127699.0,16.25
6813,62834,2000-10-31,EC,127699.0,20.875
6814,62834,2000-11-30,EC,127780.0,19.6875
6815,62834,2000-12-29,EC,127780.0,20.375
6816,62834,2001-01-31,EC,127780.0,22.55
6817,62834,2001-02-28,EC,127780.0,23.93
6818,62834,2001-03-30,EC,127780.0,25.86
6819,62834,2001-04-30,EC,129969.0,25.71
6820,62834,2001-05-31,EC,130759.0,27.76
6821,62834,2001-06-29,EC,130759.0,25.79
6822,62834,2001-07-31,EC,130759.0,26.05
6823,62834,2001-08-31,EC,131224.0,26.13
6824,62834,2001-09-28,EC,131224.0,23.1
6825,62834,2001-10-31,EC,131224.0,26.18
6826,62834,2001-11-30,EC,129796.0,27.95
6827,62834,2001-12-31,EC,129796.0,27.68
6828,62834,2002-01-31,EC,129796.0,27.86
6829,62834,2002-02-28,EC,129796.0,28.77
6830,62834,2002-03-28,EC,129915.0,31.03
6831,62834,2002-04-30,EC,129915.0,30.42
6832,62834,2002-05-31,EC,129577.0,31.12
6833,62834,2002-06-28,EC,129577.0,28.32
6834,62834,2002-07-31,EC,129577.0,25.0
6835,62834,2002-08-30,EC,128627.0,26.16
6836,62834,2002-09-30,EC,128627.0,23.83
6837,62834,2002-10-31,EC,128627.0,22.15
6838,62834,2002-11-29,EC,127786.0,24.24
6839,62834,2002-12-31,EC,127786.0,22.35
6840,62834,2003-01-31,EC,127786.0,20.71
6841,62834,2003-02-28,EC,127786.0,20.75
6842,62834,2003-03-31,EC,127345.0,21.42
6843,62834,2003-04-30,EC,127345.0,24.55
6844,62834,2003-05-30,EC,125932.0,25.15
6845,62834,2003-06-30,EC,125932.0,24.77
6846,62834,2003-07-31,EC,125932.0,26.28
6847,62834,2003-08-29,EC,125932.0,28.07
6848,62834,2003-09-30,EC,125932.0,27.67
6849,62834,2003-10-31,EC,125581.0,28.58
6850,62834,2003-11-28,EC,125457.0,29.82
6851,62834,2003-12-31,EC,125457.0,29.95
6852,62834,2004-01-30,EC,125457.0,28.37
6853,62834,2004-02-27,EC,125457.0,29.02
6854,62834,2004-03-31,EC,124547.0,29.89
6855,62834,2004-04-30,EC,124272.0,29.04
6856,62834,2004-05-28,EC,124268.0,30.27
6857,62834,2004-06-30,EC,124268.0,32.31
6858,62834,2004-07-30,EC,124268.0,29.4
6859,62834,2004-08-31,EC,124379.0,28.27
6860,62834,2004-09-30,EC,124379.0,28.35
6861,62834,2004-10-29,EC,122470.0,28.3
6862,62834,2004-11-30,EC,122302.0,29.89
6863,62834,2004-12-31,EC,122302.0,30.67
6864,62834,2005-01-31,EC,122302.0,30.05
6865,62834,2005-02-28,EC,122302.0,30.25
6866,62834,2005-03-31,EC,122184.0,30.03
6867,62834,2005-04-29,EC,121964.0,30.63
6868,62834,2005-05-31,EC,120624.0,29.4
6869,62834,2005-06-30,EC,120624.0,28.55
6870,62834,2005-07-29,EC,120112.0,28.69
6871,62834,2005-08-31,EC,120130.0,28.45
6872,62834,2005-09-30,EC,120130.0,27.91
6873,62834,2005-10-31,EC,119884.0,27.2
6874,62834,2005-11-30,EC,119907.0,29.5
6875,62834,2005-12-30,EC,119907.0,30.15
6876,62834,2006-01-31,EC,119907.0,40.3
6877,62834,2006-02-28,EC,122381.0,39.75
6878,62834,2006-03-31,EC,123759.0,39.61
6879,62834,2006-04-28,EC,123963.0,38.41
6880,62834,2006-05-31,EC,124080.0,38.93
6881,62834,2006-06-30,EC,,38.98
6882,62834,1988-01-29,EC,44983.0,20.375
6883,62834,1988-02-29,EC,44983.0,20.125
6884,62834,1988-03-31,EC,44983.0,19.5
6885,62834,1988-04-29,EC,44983.0,20.125
6886,62834,1988-05-31,EC,44983.0,19.0
6887,62834,1988-06-30,EC,44622.0,19.875
6888,62834,1988-07-29,EC,44622.0,18.375
6889,62834,1988-08-31,EC,44622.0,17.125
6890,62834,1988-09-30,EC,44945.0,19.375
6891,62834,1988-10-31,EC,44945.0,19.25
6892,62834,1988-11-30,EC,44945.0,18.25
6893,62834,1988-12-30,EC,44755.0,17.25
6894,62834,1989-01-31,EC,44755.0,18.25
6895,62834,1989-02-28,EC,44755.0,21.25
6896,62834,1989-03-31,EC,44755.0,21.125
6897,62834,1989-04-28,EC,44755.0,21.125
6898,62834,1989-05-31,EC,44755.0,20.5
6899,62834,1989-06-30,EC,44718.0,20.875
6900,62834,1989-07-31,EC,44718.0,21.125
6901,62834,1989-08-31,EC,44718.0,22.25
6902,62834,1989-09-29,EC,44718.0,23.5
6903,62834,1989-10-31,EC,44718.0,20.875
6904,62834,1989-11-30,EC,44718.0,21.125
6905,62834,1989-12-29,EC,44718.0,19.25
6906,62834,1990-01-31,EC,44718.0,21.0
6907,62834,1990-02-28,EC,44718.0,18.75
6908,62834,1990-03-30,EC,44718.0,18.0
6909,62834,1990-04-30,EC,44718.0,18.0
6910,62834,1990-05-31,EC,44718.0,20.625
6911,62834,1990-06-29,EC,44780.0,22.375
6912,62834,1990-07-31,EC,44780.0,21.875
6913,62834,1990-08-31,EC,44780.0,19.0
6914,62834,1990-09-28,EC,44780.0,20.625
6915,62834,1990-10-31,EC,44780.0,18.375
6916,62834,1990-11-30,EC,44780.0,18.125
6917,62834,1990-12-31,EC,44639.0,18.875
6918,62834,1991-01-31,EC,44639.0,19.375
6919,62834,1991-02-28,EC,44639.0,23.875
6920,62834,1991-03-28,EC,44639.0,25.0
6921,62834,1991-04-30,EC,44639.0,26.625
6922,62834,1991-05-31,EC,44639.0,28.25
6923,62834,1991-06-28,EC,45062.0,29.625
6924,62834,1991-07-31,EC,45062.0,30.75
6925,62834,1991-08-30,EC,45062.0,32.875
6926,62834,1991-09-30,EC,44897.0,33.5
6927,62834,1991-10-31,EC,44897.0,31.5
6928,62834,1991-11-29,EC,44897.0,29.5
6929,62834,1991-12-31,EC,44969.0,32.5
6930,62834,1992-01-31,EC,44969.0,33.0
6931,62834,1992-02-28,EC,44969.0,36.625
6932,62834,1992-03-31,EC,44969.0,36.875
6933,62834,1992-04-30,EC,44969.0,37.375
6934,62834,1992-05-29,EC,44969.0,36.75
6935,62834,1992-06-30,EC,44835.0,40.5
6936,62834,1992-07-31,EC,44835.0,43.125
6937,62834,1992-08-31,EC,44835.0,42.625
6938,62834,1992-09-30,EC,67546.0,30.75
6939,62834,1992-10-30,EC,67546.0,32.375
6940,62834,1992-11-30,EC,67546.0,35.125
6941,62834,1992-12-31,EC,67102.0,34.375
6942,62834,1993-01-29,EC,67102.0,38.25
6943,62834,1993-02-26,EC,67102.0,43.5
6944,62834,1993-03-31,EC,65720.0,42.875
6945,62834,1993-04-30,EC,65720.0,33.75
6946,62834,1993-05-28,EC,65720.0,36.0
6947,62834,1993-06-30,EC,65685.0,37.5
6948,62834,1993-07-30,EC,65685.0,39.25
6949,62834,1993-08-31,EC,65685.0,41.0
6950,62834,1993-09-30,EC,95941.0,26.375
6951,62834,1993-10-29,EC,95941.0,27.5
6952,62834,1993-11-30,EC,95941.0,24.0
6953,62834,1993-12-31,EC,96078.0,24.375
6954,62834,1994-01-31,EC,96078.0,26.25
6955,62834,1994-02-28,EC,96078.0,27.5
6956,62834,1994-03-31,EC,96078.0,27.75
6957,62834,1994-04-29,EC,95946.0,26.0
6958,62834,1994-05-31,EC,95946.0,26.875
6959,62834,1994-06-30,EC,95946.0,25.25
6960,62834,1994-07-29,EC,96608.0,24.5
6961,62834,1994-08-31,EC,96608.0,26.875
6962,62834,1994-09-30,EC,95842.0,26.875
6963,62834,1994-10-31,EC,95842.0,23.5
6964,62834,1994-11-30,EC,95232.0,22.0
6965,62834,1994-12-30,EC,95232.0,22.125
6966,62834,1995-01-31,EC,95232.0,24.875
6967,62834,1995-02-28,EC,95232.0,26.375
6968,62834,1995-03-31,EC,95232.0,29.625
6969,62834,1995-04-28,EC,95098.0,38.375
6970,62834,1995-05-31,EC,95098.0,41.75
6971,62834,1995-06-30,EC,95495.0,42.875
6972,62834,1995-07-31,EC,143243.0,30.375
6973,62834,1995-08-31,EC,143243.0,28.375
6974,62834,1995-09-29,EC,144131.0,25.375
6975,62834,1995-10-31,EC,144131.0,24.875
6976,62834,1995-11-30,EC,144051.0,23.375
6977,62834,1995-12-29,EC,144051.0,21.75
6978,62834,1996-01-31,EC,144051.0,23.125
6979,62834,1996-02-29,EC,144051.0,20.375
6980,62834,1996-03-29,EC,143700.0,23.375
6981,62834,1996-04-30,EC,143716.0,25.125
6982,62834,1996-05-31,EC,143716.0,24.5
6983,62834,1996-06-28,EC,143716.0,23.0
6984,62834,1996-07-31,EC,143718.0,20.5
6985,62834,1996-08-30,EC,143873.0,20.375
6986,62834,1996-09-30,EC,143873.0,23.0
6987,62834,1996-10-31,EC,143873.0,18.25
6988,62834,1996-11-29,EC,143873.0,19.5
6989,62834,1996-12-31,EC,143851.0,19.125
6990,62834,1997-01-31,EC,143851.0,19.875
6991,62834,1997-02-28,EC,143851.0,22.125
6992,62834,1997-03-31,EC,143851.0,21.0
6993,62834,1997-04-30,EC,147295.0,21.0
6994,62834,1997-05-30,EC,147295.0,21.625
6995,62834,1997-06-30,EC,144216.0,20.9375
6996,62834,1997-07-31,EC,144216.0,21.5
6997,62834,1997-08-29,EC,144309.0,20.875
6998,62834,1997-09-30,EC,144309.0,21.5625
6999,62834,1997-10-31,EC,144309.0,17.375
7000,62834,1997-11-28,EC,144309.0,17.8125
7001,62834,1997-12-31,EC,144466.0,17.375
7002,62834,1998-01-30,EC,144466.0,16.5625
7003,62834,1998-02-27,EC,144466.0,18.125
7004,62834,1998-03-31,EC,144466.0,19.0
7005,62834,1998-04-30,EC,144605.0,21.125
7006,62834,1998-05-29,EC,144549.0,20.8125
7007,62834,1998-06-30,EC,144549.0,20.25
7008,62834,1998-07-31,EC,144549.0,20.875
7009,62834,1998-08-31,EC,144508.0,18.375
7010,62834,1998-09-30,EC,144508.0,17.6875
7011,62834,1998-10-30,EC,144508.0,21.0
7012,62834,1998-11-30,EC,143249.0,19.3125
7013,62834,1998-12-31,EC,143249.0,19.5
7014,62834,1999-01-29,EC,143249.0,19.5625
7015,62834,1999-02-26,EC,143249.0,17.8125
7016,62834,1999-03-31,EC,143603.0,16.9375
7017,62834,1999-04-30,EC,143603.0,19.1875
7018,62834,1999-05-28,EC,143644.0,20.25
7019,62834,1999-06-30,EC,143644.0,22.625
7020,62834,1999-07-30,EC,143644.0,22.3125
7021,62834,1999-08-31,EC,125902.0,19.9375
7022,62834,1999-09-30,EC,125902.0,18.25
7023,62834,1999-10-29,EC,125902.0,17.625
7024,62834,1999-11-30,EC,125902.0,16.8125
7025,62834,1999-12-31,EC,125839.0,18.875
7026,62834,2000-01-31,EC,125839.0,15.9375
7027,62834,2000-02-29,EC,125839.0,13.625
7028,62834,2000-03-31,EC,125591.0,15.125
7029,62834,2000-04-28,EC,125591.0,17.5625
7030,62834,2000-05-31,EC,127616.0,17.5625
7031,62834,2000-06-30,EC,127616.0,17.0625
7032,62834,2000-07-31,EC,127616.0,18.0625
7033,62834,2000-08-31,EC,127699.0,18.75
7034,62834,2000-09-29,EC,127699.0,16.25
7035,62834,2000-10-31,EC,127699.0,20.875
7036,62834,2000-11-30,EC,127780.0,19.6875
7037,62834,2000-12-29,EC,127780.0,20.375
7038,62834,2001-01-31,EC,127780.0,22.55
7039,62834,2001-02-28,EC,127780.0,23.93
7040,62834,2001-03-30,EC,127780.0,25.86
7041,62834,2001-04-30,EC,129969.0,25.71
7042,62834,2001-05-31,EC,130759.0,27.76
7043,62834,2001-06-29,EC,130759.0,25.79
7044,62834,2001-07-31,EC,130759.0,26.05
7045,62834,2001-08-31,EC,131224.0,26.13
7046,62834,2001-09-28,EC,131224.0,23.1
7047,62834,2001-10-31,EC,131224.0,26.18
7048,62834,2001-11-30,EC,129796.0,27.95
7049,62834,2001-12-31,EC,129796.0,27.68
7050,62834,2002-01-31,EC,129796.0,27.86
7051,62834,2002-02-28,EC,129796.0,28.77
7052,62834,2002-03-28,EC,129915.0,31.03
7053,62834,2002-04-30,EC,129915.0,30.42
7054,62834,2002-05-31,EC,129577.0,31.12
7055,62834,2002-06-28,EC,129577.0,28.32
7056,62834,2002-07-31,EC,129577.0,25.0
7057,62834,2002-08-30,EC,128627.0,26.16
7058,62834,2002-09-30,EC,128627.0,23.83
7059,62834,2002-10-31,EC,128627.0,22.15
7060,62834,2002-11-29,EC,127786.0,24.24
7061,62834,2002-12-31,EC,127786.0,22.35
7062,62834,2003-01-31,EC,127786.0,20.71
7063,62834,2003-02-28,EC,127786.0,20.75
7064,62834,2003-03-31,EC,127345.0,21.42
7065,62834,2003-04-30,EC,127345.0,24.55
7066,62834,2003-05-30,EC,125932.0,25.15
7067,62834,2003-06-30,EC,125932.0,24.77
7068,62834,2003-07-31,EC,125932.0,26.28
7069,62834,2003-08-29,EC,125932.0,28.07
7070,62834,2003-09-30,EC,125932.0,27.67
7071,62834,2003-10-31,EC,125581.0,28.58
7072,62834,2003-11-28,EC,125457.0,29.82
7073,62834,2003-12-31,EC,125457.0,29.95
7074,62834,2004-01-30,EC,125457.0,28.37
7075,62834,2004-02-27,EC,125457.0,29.02
7076,62834,2004-03-31,EC,124547.0,29.89
7077,62834,2004-04-30,EC,124272.0,29.04
7078,62834,2004-05-28,EC,124268.0,30.27
7079,62834,2004-06-30,EC,124268.0,32.31
7080,62834,2004-07-30,EC,124268.0,29.4
7081,62834,2004-08-31,EC,124379.0,28.27
7082,62834,2004-09-30,EC,124379.0,28.35
7083,62834,2004-10-29,EC,122470.0,28.3
7084,62834,2004-11-30,EC,122302.0,29.89
7085,62834,2004-12-31,EC,122302.0,30.67
7086,62834,2005-01-31,EC,122302.0,30.05
7087,62834,2005-02-28,EC,122302.0,30.25
7088,62834,2005-03-31,EC,122184.0,30.03
7089,62834,2005-04-29,EC,121964.0,30.63
7090,62834,2005-05-31,EC,120624.0,29.4
7091,62834,2005-06-30,EC,120624.0,28.55
7092,62834,2005-07-29,EC,120112.0,28.69
7093,62834,2005-08-31,EC,120130.0,28.45
7094,62834,2005-09-30,EC,120130.0,27.91
7095,62834,2005-10-31,EC,119884.0,27.2
7096,62834,2005-11-30,EC,119907.0,29.5
7097,62834,2005-12-30,EC,119907.0,30.15
7098,62834,2006-01-31,EC,119907.0,40.3
7099,62834,2006-02-28,EC,122381.0,39.75
7100,62834,2006-03-31,EC,123759.0,39.61
7101,62834,2006-04-28,EC,123963.0,38.41
7102,62834,2006-05-31,EC,124080.0,38.93
7103,62834,2006-06-30,EC,,38.98
7104,62834,1988-01-29,EC,44983.0,20.375
7105,62834,1988-02-29,EC,44983.0,20.125
7106,62834,1988-03-31,EC,44983.0,19.5
7107,62834,1988-04-29,EC,44983.0,20.125
7108,62834,1988-05-31,EC,44983.0,19.0
7109,62834,1988-06-30,EC,44622.0,19.875
7110,62834,1988-07-29,EC,44622.0,18.375
7111,62834,1988-08-31,EC,44622.0,17.125
7112,62834,1988-09-30,EC,44945.0,19.375
7113,62834,1988-10-31,EC,44945.0,19.25
7114,62834,1988-11-30,EC,44945.0,18.25
7115,62834,1988-12-30,EC,44755.0,17.25
7116,62834,1989-01-31,EC,44755.0,18.25
7117,62834,1989-02-28,EC,44755.0,21.25
7118,62834,1989-03-31,EC,44755.0,21.125
7119,62834,1989-04-28,EC,44755.0,21.125
7120,62834,1989-05-31,EC,44755.0,20.5
7121,62834,1989-06-30,EC,44718.0,20.875
7122,62834,1989-07-31,EC,44718.0,21.125
7123,62834,1989-08-31,EC,44718.0,22.25
7124,62834,1989-09-29,EC,44718.0,23.5
7125,62834,1989-10-31,EC,44718.0,20.875
7126,62834,1989-11-30,EC,44718.0,21.125
7127,62834,1989-12-29,EC,44718.0,19.25
7128,62834,1990-01-31,EC,44718.0,21.0
7129,62834,1990-02-28,EC,44718.0,18.75
7130,62834,1990-03-30,EC,44718.0,18.0
7131,62834,1990-04-30,EC,44718.0,18.0
7132,62834,1990-05-31,EC,44718.0,20.625
7133,62834,1990-06-29,EC,44780.0,22.375
7134,62834,1990-07-31,EC,44780.0,21.875
7135,62834,1990-08-31,EC,44780.0,19.0
7136,62834,1990-09-28,EC,44780.0,20.625
7137,62834,1990-10-31,EC,44780.0,18.375
7138,62834,1990-11-30,EC,44780.0,18.125
7139,62834,1990-12-31,EC,44639.0,18.875
7140,62834,1991-01-31,EC,44639.0,19.375
7141,62834,1991-02-28,EC,44639.0,23.875
7142,62834,1991-03-28,EC,44639.0,25.0
7143,62834,1991-04-30,EC,44639.0,26.625
7144,62834,1991-05-31,EC,44639.0,28.25
7145,62834,1991-06-28,EC,45062.0,29.625
7146,62834,1991-07-31,EC,45062.0,30.75
7147,62834,1991-08-30,EC,45062.0,32.875
7148,62834,1991-09-30,EC,44897.0,33.5
7149,62834,1991-10-31,EC,44897.0,31.5
7150,62834,1991-11-29,EC,44897.0,29.5
7151,62834,1991-12-31,EC,44969.0,32.5
7152,62834,1992-01-31,EC,44969.0,33.0
7153,62834,1992-02-28,EC,44969.0,36.625
7154,62834,1992-03-31,EC,44969.0,36.875
7155,62834,1992-04-30,EC,44969.0,37.375
7156,62834,1992-05-29,EC,44969.0,36.75
7157,62834,1992-06-30,EC,44835.0,40.5
7158,62834,1992-07-31,EC,44835.0,43.125
7159,62834,1992-08-31,EC,44835.0,42.625
7160,62834,1992-09-30,EC,67546.0,30.75
7161,62834,1992-10-30,EC,67546.0,32.375
7162,62834,1992-11-30,EC,67546.0,35.125
7163,62834,1992-12-31,EC,67102.0,34.375
7164,62834,1993-01-29,EC,67102.0,38.25
7165,62834,1993-02-26,EC,67102.0,43.5
7166,62834,1993-03-31,EC,65720.0,42.875
7167,62834,1993-04-30,EC,65720.0,33.75
7168,62834,1993-05-28,EC,65720.0,36.0
7169,62834,1993-06-30,EC,65685.0,37.5
7170,62834,1993-07-30,EC,65685.0,39.25
7171,62834,1993-08-31,EC,65685.0,41.0
7172,62834,1993-09-30,EC,95941.0,26.375
7173,62834,1993-10-29,EC,95941.0,27.5
7174,62834,1993-11-30,EC,95941.0,24.0
7175,62834,1993-12-31,EC,96078.0,24.375
7176,62834,1994-01-31,EC,96078.0,26.25
7177,62834,1994-02-28,EC,96078.0,27.5
7178,62834,1994-03-31,EC,96078.0,27.75
7179,62834,1994-04-29,EC,95946.0,26.0
7180,62834,1994-05-31,EC,95946.0,26.875
7181,62834,1994-06-30,EC,95946.0,25.25
7182,62834,1994-07-29,EC,96608.0,24.5
7183,62834,1994-08-31,EC,96608.0,26.875
7184,62834,1994-09-30,EC,95842.0,26.875
7185,62834,1994-10-31,EC,95842.0,23.5
7186,62834,1994-11-30,EC,95232.0,22.0
7187,62834,1994-12-30,EC,95232.0,22.125
7188,62834,1995-01-31,EC,95232.0,24.875
7189,62834,1995-02-28,EC,95232.0,26.375
7190,62834,1995-03-31,EC,95232.0,29.625
7191,62834,1995-04-28,EC,95098.0,38.375
7192,62834,1995-05-31,EC,95098.0,41.75
7193,62834,1995-06-30,EC,95495.0,42.875
7194,62834,1995-07-31,EC,143243.0,30.375
7195,62834,1995-08-31,EC,143243.0,28.375
7196,62834,1995-09-29,EC,144131.0,25.375
7197,62834,1995-10-31,EC,144131.0,24.875
7198,62834,1995-11-30,EC,144051.0,23.375
7199,62834,1995-12-29,EC,144051.0,21.75
7200,62834,1996-01-31,EC,144051.0,23.125
7201,62834,1996-02-29,EC,144051.0,20.375
7202,62834,1996-03-29,EC,143700.0,23.375
7203,62834,1996-04-30,EC,143716.0,25.125
7204,62834,1996-05-31,EC,143716.0,24.5
7205,62834,1996-06-28,EC,143716.0,23.0
7206,62834,1996-07-31,EC,143718.0,20.5
7207,62834,1996-08-30,EC,143873.0,20.375
7208,62834,1996-09-30,EC,143873.0,23.0
7209,62834,1996-10-31,EC,143873.0,18.25
7210,62834,1996-11-29,EC,143873.0,19.5
7211,62834,1996-12-31,EC,143851.0,19.125
7212,62834,1997-01-31,EC,143851.0,19.875
7213,62834,1997-02-28,EC,143851.0,22.125
7214,62834,1997-03-31,EC,143851.0,21.0
7215,62834,1997-04-30,EC,147295.0,21.0
7216,62834,1997-05-30,EC,147295.0,21.625
7217,62834,1997-06-30,EC,144216.0,20.9375
7218,62834,1997-07-31,EC,144216.0,21.5
7219,62834,1997-08-29,EC,144309.0,20.875
7220,62834,1997-09-30,EC,144309.0,21.5625
7221,62834,1997-10-31,EC,144309.0,17.375
7222,62834,1997-11-28,EC,144309.0,17.8125
7223,62834,1997-12-31,EC,144466.0,17.375
7224,62834,1998-01-30,EC,144466.0,16.5625
7225,62834,1998-02-27,EC,144466.0,18.125
7226,62834,1998-03-31,EC,144466.0,19.0
7227,62834,1998-04-30,EC,144605.0,21.125
7228,62834,1998-05-29,EC,144549.0,20.8125
7229,62834,1998-06-30,EC,144549.0,20.25
7230,62834,1998-07-31,EC,144549.0,20.875
7231,62834,1998-08-31,EC,144508.0,18.375
7232,62834,1998-09-30,EC,144508.0,17.6875
7233,62834,1998-10-30,EC,144508.0,21.0
7234,62834,1998-11-30,EC,143249.0,19.3125
7235,62834,1998-12-31,EC,143249.0,19.5
7236,62834,1999-01-29,EC,143249.0,19.5625
7237,62834,1999-02-26,EC,143249.0,17.8125
7238,62834,1999-03-31,EC,143603.0,16.9375
7239,62834,1999-04-30,EC,143603.0,19.1875
7240,62834,1999-05-28,EC,143644.0,20.25
7241,62834,1999-06-30,EC,143644.0,22.625
7242,62834,1999-07-30,EC,143644.0,22.3125
7243,62834,1999-08-31,EC,125902.0,19.9375
7244,62834,1999-09-30,EC,125902.0,18.25
7245,62834,1999-10-29,EC,125902.0,17.625
7246,62834,1999-11-30,EC,125902.0,16.8125
7247,62834,1999-12-31,EC,125839.0,18.875
7248,62834,2000-01-31,EC,125839.0,15.9375
7249,62834,2000-02-29,EC,125839.0,13.625
7250,62834,2000-03-31,EC,125591.0,15.125
7251,62834,2000-04-28,EC,125591.0,17.5625
7252,62834,2000-05-31,EC,127616.0,17.5625
7253,62834,2000-06-30,EC,127616.0,17.0625
7254,62834,2000-07-31,EC,127616.0,18.0625
7255,62834,2000-08-31,EC,127699.0,18.75
7256,62834,2000-09-29,EC,127699.0,16.25
7257,62834,2000-10-31,EC,127699.0,20.875
7258,62834,2000-11-30,EC,127780.0,19.6875
7259,62834,2000-12-29,EC,127780.0,20.375
7260,62834,2001-01-31,EC,127780.0,22.55
7261,62834,2001-02-28,EC,127780.0,23.93
7262,62834,2001-03-30,EC,127780.0,25.86
7263,62834,2001-04-30,EC,129969.0,25.71
7264,62834,2001-05-31,EC,130759.0,27.76
7265,62834,2001-06-29,EC,130759.0,25.79
7266,62834,2001-07-31,EC,130759.0,26.05
7267,62834,2001-08-31,EC,131224.0,26.13
7268,62834,2001-09-28,EC,131224.0,23.1
7269,62834,2001-10-31,EC,131224.0,26.18
7270,62834,2001-11-30,EC,129796.0,27.95
7271,62834,2001-12-31,EC,129796.0,27.68
7272,62834,2002-01-31,EC,129796.0,27.86
7273,62834,2002-02-28,EC,129796.0,28.77
7274,62834,2002-03-28,EC,129915.0,31.03
7275,62834,2002-04-30,EC,129915.0,30.42
7276,62834,2002-05-31,EC,129577.0,31.12
7277,62834,2002-06-28,EC,129577.0,28.32
7278,62834,2002-07-31,EC,129577.0,25.0
7279,62834,2002-08-30,EC,128627.0,26.16
7280,62834,2002-09-30,EC,128627.0,23.83
7281,62834,2002-10-31,EC,128627.0,22.15
7282,62834,2002-11-29,EC,127786.0,24.24
7283,62834,2002-12-31,EC,127786.0,22.35
7284,62834,2003-01-31,EC,127786.0,20.71
7285,62834,2003-02-28,EC,127786.0,20.75
7286,62834,2003-03-31,EC,127345.0,21.42
7287,62834,2003-04-30,EC,127345.0,24.55
7288,62834,2003-05-30,EC,125932.0,25.15
7289,62834,2003-06-30,EC,125932.0,24.77
7290,62834,2003-07-31,EC,125932.0,26.28
7291,62834,2003-08-29,EC,125932.0,28.07
7292,62834,2003-09-30,EC,125932.0,27.67
7293,62834,2003-10-31,EC,125581.0,28.58
7294,62834,2003-11-28,EC,125457.0,29.82
7295,62834,2003-12-31,EC,125457.0,29.95
7296,62834,2004-01-30,EC,125457.0,28.37
7297,62834,2004-02-27,EC,125457.0,29.02
7298,62834,2004-03-31,EC,124547.0,29.89
7299,62834,2004-04-30,EC,124272.0,29.04
7300,62834,2004-05-28,EC,124268.0,30.27
7301,62834,2004-06-30,EC,124268.0,32.31
7302,62834,2004-07-30,EC,124268.0,29.4
7303,62834,2004-08-31,EC,124379.0,28.27
7304,62834,2004-09-30,EC,124379.0,28.35
7305,62834,2004-10-29,EC,122470.0,28.3
7306,62834,2004-11-30,EC,122302.0,29.89
7307,62834,2004-12-31,EC,122302.0,30.67
7308,62834,2005-01-31,EC,122302.0,30.05
7309,62834,2005-02-28,EC,122302.0,30.25
7310,62834,2005-03-31,EC,122184.0,30.03
7311,62834,2005-04-29,EC,121964.0,30.63
7312,62834,2005-05-31,EC,120624.0,29.4
7313,62834,2005-06-30,EC,120624.0,28.55
7314,62834,2005-07-29,EC,120112.0,28.69
7315,62834,2005-08-31,EC,120130.0,28.45
7316,62834,2005-09-30,EC,120130.0,27.91
7317,62834,2005-10-31,EC,119884.0,27.2
7318,62834,2005-11-30,EC,119907.0,29.5
7319,62834,2005-12-30,EC,119907.0,30.15
7320,62834,2006-01-31,EC,119907.0,40.3
7321,62834,2006-02-28,EC,122381.0,39.75
7322,62834,2006-03-31,EC,123759.0,39.61
7323,62834,2006-04-28,EC,123963.0,38.41
7324,62834,2006-05-31,EC,124080.0,38.93
7325,62834,2006-06-30,EC,,38.98
7326,62834,1988-01-29,EC,44983.0,20.375
7327,62834,1988-02-29,EC,44983.0,20.125
7328,62834,1988-03-31,EC,44983.0,19.5
7329,62834,1988-04-29,EC,44983.0,20.125
7330,62834,1988-05-31,EC,44983.0,19.0
7331,62834,1988-06-30,EC,44622.0,19.875
7332,62834,1988-07-29,EC,44622.0,18.375
7333,62834,1988-08-31,EC,44622.0,17.125
7334,62834,1988-09-30,EC,44945.0,19.375
7335,62834,1988-10-31,EC,44945.0,19.25
7336,62834,1988-11-30,EC,44945.0,18.25
7337,62834,1988-12-30,EC,44755.0,17.25
7338,62834,1989-01-31,EC,44755.0,18.25
7339,62834,1989-02-28,EC,44755.0,21.25
7340,62834,1989-03-31,EC,44755.0,21.125
7341,62834,1989-04-28,EC,44755.0,21.125
7342,62834,1989-05-31,EC,44755.0,20.5
7343,62834,1989-06-30,EC,44718.0,20.875
7344,62834,1989-07-31,EC,44718.0,21.125
7345,62834,1989-08-31,EC,44718.0,22.25
7346,62834,1989-09-29,EC,44718.0,23.5
7347,62834,1989-10-31,EC,44718.0,20.875
7348,62834,1989-11-30,EC,44718.0,21.125
7349,62834,1989-12-29,EC,44718.0,19.25
7350,62834,1990-01-31,EC,44718.0,21.0
7351,62834,1990-02-28,EC,44718.0,18.75
7352,62834,1990-03-30,EC,44718.0,18.0
7353,62834,1990-04-30,EC,44718.0,18.0
7354,62834,1990-05-31,EC,44718.0,20.625
7355,62834,1990-06-29,EC,44780.0,22.375
7356,62834,1990-07-31,EC,44780.0,21.875
7357,62834,1990-08-31,EC,44780.0,19.0
7358,62834,1990-09-28,EC,44780.0,20.625
